unique_id,cm.DESWC,ner.entity.cnt,cm.LDTTRa,message.depth,cm.LDTTRc,cm.LSAGN,liwc.Qmark,message.sim.prev,cm.LDVOCD,liwc.money,cm.DESPL,message.sim.next,message.reply.cnt,cm.DESSC,lsa.similarity,cm.DESSL,cm.DESWLsyd,liwc.i,cm.RDFKGL,cm.SMCAUSwn,Words >6 letters,Total pronouns,Personal pronouns,First-person plural,Second person,Third-person singular,Third-person plural,Indefinite pronouns,Articles,Common verbs,Past tense,Present tense,Future tense,Adverbs,Prepositions,Conjunctions,Negations,Quantifiers,Numbers,adjectives_ambiguity,adverbs_ambiguity,nouns_ambiguity,verbs_ambiguity,adjacent_refs,anaphoric_refs,adjectives,adverbs,content_words,flesch,function_words,nouns,paragraphs,pronouns,sentences,sentences_per_paragraph,syllables_per_content_word,verbs,words,words_per_sentence,add_neg_conn_incidence,add_pos_conn_incidence,cau_neg_conn_incidence,cau_pos_conn_incidence,conn_incidence,log_neg_conn_incidence,log_pos_conn_incidence,tmp_neg_conn_incidence,tmp_pos_conn_incidence,mod_per_np,np_incidence,words_before_main_verb,adj_arg_ovl,adj_cw_ovl,adj_stem_ovl,arg_ovl,stem_ovl,cw_freq,min_cw_freq,hypernyms_verbs,and_incidence,if_incidence,logic_operators,negation_incidence,or_incidence,personal_pronouns,pronouns_per_np,ttr,classe
18078,110,1,0.559,1,0.362,0.649,0,0.696,0.362,0,1.333,0.79,0,4,0.496,28.75,1.231,0,35.072,25.2,21,0,0,0,0,2,2,3,17,25,0,12,1,6,11,5,1,6,0,6.6,2.5,3.308,8.3,0,0,45.455,72.727,554.545,41.724,427.273,236.364,2,109.091,4,2,2.82,200,110,27.5,0,63.636,0,45.455,100,0,45.455,0,9.091,0.201,488.165,1.75,3,3,4.667,1.5,3,348777.262,11638.25,0.364,45.455,0,54.545,9.091,0,0,0,0.627,2
18101,26,0,0.833,1,0.5,0.639,0,0.79,0.5,0,0.545,0.712,0,1,0,28,1.031,0,31.692,27.5,9,0,0,0,0,0,0,1,3,4,0,3,0,1,3,3,0,1,0,0.667,0,6.286,4.333,0,0,115.385,0,500,30.468,500,269.231,1,153.846,1,1,3.154,115.385,26,26,0,76.923,0,76.923,192.308,0,0,0,38.462,0.333,230.769,16,0,0,0,0,0,197082.462,4,0,76.923,0,76.923,0,0,0,0,0.885,2
18144,44,3,0.707,1,0.431,0.69,0,0.712,0.431,0,0.714,0.79,0,4,0.239,12,0.978,0,36.691,1.429,13,3,3,0,0,0,0,1,3,7,0,7,0,3,2,3,0,2,0,3.6,2,4.923,10.167,0,0,113.636,22.727,568.182,49.553,431.818,295.455,3,136.364,5,1.667,2.92,136.364,44,8.8,0,113.636,0,45.455,204.545,0,45.455,0,90.909,0.08,0,2.6,0,0,0,0,0,139844,27630.75,0.333,68.182,0,68.182,0,0,0,0,0.864,3
18154,330,13,0.479,1,0.322,0.775,0,0.79,0.322,0,4,0.434,0,12,0.641,29.083,1.154,0,38.066,15.66,83,3,3,0,0,5,4,7,45,53,0,30,0,15,34,19,1,4,2,3.92,2.5,4.085,9.827,0.182,0.818,75.758,30.303,566.667,47.108,424.242,284.848,2,66.667,12,6,2.663,175.758,330,27.5,3.03,42.424,0,45.455,106.061,3.03,39.394,0,21.212,0.4,349.612,3.5,2.273,3.364,6.273,1.258,3.439,231303.711,257.333,0.491,24.242,0,33.333,3.03,6.061,3.03,0.009,0.542,3
18164,6,1,0.778,5,0.556,0.444,1,0.434,0.556,0,1,0.39,0,1,0,7,0.943,0,30.23,0,2,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,0,0,0,0,0,4.5,7,0,0,0,0,500,73.545,500,333.333,1,0,1,1,3,166.667,6,6,0,166.667,0,0,166.667,0,0,0,0,1,333.333,0,0,0,0,0,0,40434,14905,0,166.667,0,166.667,0,0,0,0,1,1
18165,1,1,0.667,6,1,0.02,0,0.39,1,0,1,0.51,0,1,0,2,0.943,0,-176.195,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1000,-5.98,0,1000,1,0,1,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13921,13921,0,0,0,0,0,0,0,0,1,0
18167,6,1,0.778,2,0.667,0.586,1,0.51,0.667,0,1,0.851,0,1,0,7,0.685,0,44.33,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,3.5,4,0,0,0,166.667,666.667,59.445,333.333,333.333,1,0,1,1,2.75,166.667,6,6,0,166.667,0,0,333.333,0,0,0,166.667,0.333,500,5,0,0,0,0,0,236978,14287,0,166.667,0,166.667,0,0,0,0,1,1
18169,4,1,0.833,5,0.667,0.452,1,0.851,0.667,0,1,0.3,2,1,0,5,0.471,0,74.56,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,500,117.875,500,500,1,0,1,1,2,0,4,4,0,250,0,0,250,0,0,0,0,1,250,0,0,0,0,0,0,56194.5,1291,0,250,0,250,0,0,0,0,1,1
18172,6,0,0.875,7,0.5,0.273,1,0.3,0.5,0,1,0.261,0,1,0,7,0.829,0,44.33,39,2,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,5.667,0,0,0,0,500,73.545,500,0,1,0,1,1,2.667,500,6,6,0,166.667,0,0,333.333,0,0,0,166.667,0,0,2,0,0,0,0,0,85391.333,167,1.333,166.667,0,166.667,0,0,0,0,1,1
18174,4,1,0.833,2,0.667,0.258,1,0.261,0.667,0,1,0.742,0,1,0,5,0.471,0,74.56,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,500,75.575,500,500,1,0,1,1,3,0,4,4,0,250,0,0,250,0,0,0,0,1,250,0,0,0,0,0,0,63348,15598,0,250,0,250,0,0,0,0,1,1
18178,8,2,0.818,4,0.818,0.574,0,0.742,0.818,0,2,0.677,0,2,0.269,4.5,0.9,0,22.193,0,3,2,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0.6,3,0,0,0,0,750,29.215,250,625,1,0,1,1,3,125,8,8,0,125,0,125,250,0,0,0,0,0,500,2,0,0,0,0,0,43164,631,0,125,0,125,0,0,0,0,1,0
18181,5,1,0.857,3,0.571,0.569,1,0.677,0.571,0,1,0.66,0,1,0,6,0.452,0,90.465,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,400,74.56,600,400,1,200,1,1,3.5,0,5,5,0,200,0,0,200,0,0,0,0,1,200,0,0,0,0,0,0,34956.5,20,0,200,0,200,0,0,0,0,1,1
18182,10,1,0.846,4,0.462,0.664,1,0.66,0.462,0,1,0.333,0,1,0,12,0.843,0,67.455,0,3,1,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,0,0,0,3.5,0,0,0,0,0,400,69.485,600,400,1,200,1,1,3.25,0,10,10,0,100,0,0,100,0,0,0,0,0.2,500,0,0,0,0,0,0,56542.25,20,0,100,0,100,0,0,0,0,1,1
18184,2,0,0.75,2,0.5,0.318,0,0.333,0.5,0,1,0.638,0,1,0,3,0,0,76.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,162.205,1000,0,1,500,1,1,0,0,2,2,0,500,0,0,500,0,0,0,0,1,500,0,0,0,0,0,0,0,0,0,500,0,500,0,0,0,0,1,0
18186,7,1,0.8,3,0.7,0.59,1,0.638,0.7,0,1,0.471,0,1,0,8,0.671,0,59.429,0,1,2,2,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,2.333,4,0,0,0,0,571.429,84.616,428.571,428.571,1,0,1,1,2.25,142.857,7,7,0,142.857,0,0,285.714,0,0,0,142.857,0.125,1142.857,7,0,0,0,0,0,79198.5,7,0,142.857,0,142.857,0,0,0,0,1,1
18187,3,1,0.8,4,0.6,0.145,0,0.471,0.6,0,1,0.428,0,1,0,4,0.49,0,47.375,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,5.5,0,0,0,0,0,666.667,1000,76.59,0,333.333,1,0,1,1,2,0,3,3,0,0,0,0,333.333,0,0,0,333.333,0,0,0,0,0,0,0,0,342755,5952,0,0,0,0,0,0,0,0,1,0
18188,5,2,0.857,5,0.857,0.606,0,0.428,0.857,0,1,0.381,1,1,0,6,0.728,0,56.625,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,9,0,1.5,6,0,0,200,0,800,57.64,200,400,1,0,1,1,2.5,200,5,5,0,0,0,0,0,0,0,0,0,1,200,0,0,0,0,0,0,57089.75,7,0,0,0,0,0,0,0,0,1,0
18190,2,0,0.75,2,0.5,0.121,0,0.381,0.5,0,1,0.385,0,1,0,3,0.433,0,34.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,500,500,119.905,500,0,1,0,1,1,2,0,2,2,0,500,0,0,1000,0,0,0,500,0,0,0,0,0,0,0,0,737118,737118,0,500,0,500,0,0,0,0,1,0
18192,9,0,0.727,2,0.636,0.424,1,0.385,0.636,0,1,0.555,0,1,0,8,1.113,0,52.715,0,2,1,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,571.429,36.273,428.571,428.571,1,285.714,1,1,3.25,142.857,7,7,0,0,0,0,0,0,0,0,0,0.5,571.429,2,0,0,0,0,0,19428.75,0,1,0,0,0,0,0,0,0,1,1
18194,1,1,0.667,2,1,0.013,0,0.555,1,0,1,0.613,0,1,0,2,1.414,0,-260.795,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1000,-90.58,0,1000,1,0,1,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49893,49893,0,0,0,0,0,0,0,0,1,0
18196,5,1,0.667,2,0.556,0.41,1,0.613,0.556,0,1,0.701,0,1,0,6,0.816,0,-11.055,0,1,1,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,15,0,0,0,200,800,57.64,200,200,1,0,1,1,2.5,400,5,5,0,200,0,0,400,0,0,0,200,0,400,2,0,0,0,0,0,219844,15503,0,200,0,200,0,0,0,0,1,1
18197,6,1,0.778,2,0.667,0.597,1,0.701,0.667,0,2,0.551,0,2,0.485,3.5,1.054,0,33.782,0,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,166.667,500,48.39,500,333.333,1,166.667,2,2,3.667,0,6,3,0,166.667,0,0,166.667,0,0,0,0,1,100,0,0,0,0,0,0,24206.333,1363,0,166.667,0,166.667,0,0,0,0,1,1
18198,5,2,0.857,2,0.714,0.311,1,0.551,0.714,0,1,0.471,0,1,0,6,0.833,0,-11.055,0,2,2,2,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,15,0,0,0,0,800,23.8,200,400,1,0,1,1,2.75,400,5,5,0,0,0,0,200,0,0,0,200,0,800,1,0,0,0,0,0,47654.25,30057,0,0,0,0,0,0,0,0,1,1
18199,7,1,0.889,2,0.444,0.295,1,0.471,0.444,0,1,0.654,1,1,0,8,0.416,0,107.772,10,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0,428.571,96.701,571.429,285.714,1,285.714,1,1,2.667,142.857,7,7,0,142.857,0,0,142.857,0,0,0,0,0,428.571,4,0,0,0,0,0,25281.667,0,0,142.857,0,142.857,0,0,0,0,1,1
18200,4,2,0.833,2,0.833,0.461,0,0.654,0.833,0,2,0.579,0,2,0.474,2.5,1.155,0,-7.502,0,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5,3,0,0,0,0,750,33.275,250,500,1,0,1,1,3,250,4,4,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,43696,14,0,0,0,0,0,0,0,0,1,0
18201,4,2,0.714,2,0.714,0.156,2,0.579,0.714,0,1,0.606,0,1,0,5,0.7,0,-10.04,0,1,2,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,750,35.305,250,500,1,0,2,2,2.667,250,4,2,0,0,0,0,250,0,0,0,250,0,0,0,0,0,0,0,0,18391,167,0,0,0,0,0,0,0,0,1,1
18202,4,1,0.833,2,0.667,0.462,1,0.606,0.667,0,1,0.352,0,1,0,5,1.213,0,11.11,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,500,54.425,500,500,1,0,1,1,3.5,0,4,4,0,250,0,0,250,0,0,0,0,1,250,0,0,0,0,0,0,53746,1121,0,250,0,250,0,0,0,0,1,1
18203,3,2,0.8,2,0.8,0.052,1,0.352,0.8,0,1,0.58,0,1,0,4,0.894,0,-37.225,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,666.667,20.19,333.333,333.333,1,0,1,1,3,333.333,3,3,0,0,0,0,333.333,0,0,0,333.333,0,0,0,0,0,0,0,0,1842,167,0,0,0,0,0,0,0,0,1,1
18204,8,1,0.818,2,0.727,0.337,1,0.58,0.727,0,1,0.544,0,1,0,9,0.498,0,59.925,4,1,1,1,0,0,0,0,1,0,3,0,2,0,1,0,1,0,0,0,0,0,0,8,0,0,0,0,625,60.94,375,125,1,125,1,1,2.4,500,8,8,0,125,0,0,125,0,0,0,0,0,125,3,0,0,0,0,0,161869.2,14,0,125,0,125,0,0,0,0,1,1
18217,21,1,0.88,3,0.52,0.606,0,0.544,0.52,0,1,0.513,0,1,0,24,1.02,0,43.189,0,4,0,0,0,0,2,1,1,3,4,0,4,0,1,1,3,0,1,0,0.5,0,3.333,6.5,0,0,95.238,0,428.571,50.263,571.429,142.857,1,190.476,1,1,3,190.476,21,21,0,47.619,0,47.619,142.857,0,47.619,0,47.619,0.5,285.714,0,0,0,0,0,0,53034.667,355,0,47.619,0,95.238,0,47.619,47.619,0.167,0.952,2
18225,37,0,0.829,3,0.488,0.108,0,0.513,0.488,0,1,0.646,0,1,0,39,1.259,0,19.472,0,9,0,0,0,0,1,1,2,2,6,0,5,0,3,7,2,0,1,0,0,1,4.273,15,0,0,0,27.027,486.486,21.502,486.486,297.297,1,135.135,1,1,3.111,162.162,37,37,0,54.054,0,81.081,135.135,0,81.081,0,54.054,0.273,297.297,11,0,0,0,0,0,119691.833,182,0.667,27.027,0,27.027,0,0,0,0,0.865,2
18276,46,1,0.719,3,0.491,0.402,0,0.646,0.491,0,1,0.824,0,1,0,50,1.025,0,-7.898,10.833,15,2,2,0,0,0,0,2,5,12,1,6,0,4,5,6,0,2,0,6.5,4.25,4.5,4.3,0,0,43.478,86.957,608.696,9.036,391.304,260.87,1,43.478,1,1,2.893,217.391,46,46,21.739,86.957,0,65.217,173.913,0,65.217,0,21.739,0.353,369.565,5,0,0,0,0,0,188860.143,0,0.889,65.217,0,65.217,0,0,0,0,0.826,3
18281,239,13,0.497,1,0.355,0.838,0,0.824,0.355,0,0.826,0.846,0,12,0.304,21.667,1.578,0,27.909,9.552,60,19,19,1,0,1,1,6,28,29,0,18,1,12,30,10,1,5,4,2.714,2.667,3.778,9.75,0,0,58.577,46.025,589.958,37.324,405.858,376.569,7,79.498,10,1.429,2.851,108.787,239,23.9,4.184,66.946,0,46.025,108.787,0,41.841,0,33.473,0.269,549.659,3,2.556,3,3.667,1.133,1.689,539923.504,20.6,0.32,33.473,4.184,41.841,4.184,0,0,0,0.59,3
18307,98,9,0.639,3,0.418,0.441,0,0.846,0.418,0,0.615,0.837,2,7,0.403,15.571,0.95,1,47.428,9.889,23,6,6,0,0,1,1,4,7,18,0,8,0,5,16,5,0,4,1,3.5,2.25,3.5,7.882,0,0,40.816,61.224,551.02,59.382,428.571,244.898,6,112.245,7,1.167,2.611,204.082,98,14,0,40.816,0,81.633,132.653,0,51.02,0,30.612,0.177,298.313,2,0.167,0.5,0.5,0.238,0.476,133228.759,560.143,0.211,30.612,0,30.612,0,0,0,0.013,0.755,2
18314,106,1,0.61,5,0.358,0.81,4,0.837,0.358,0,5,0.67,0,5,0.701,21.8,0.961,0,52.719,33.571,22,1,1,0,0,3,3,0,16,14,0,8,0,14,8,2,0,1,2,2.556,5.571,2.69,11.714,0,0,84.906,75.472,575.472,53.328,405.66,273.585,1,75.472,5,5,2.689,141.509,106,21.2,28.302,18.868,0,47.17,160.377,28.302,37.736,0,66.038,0.351,273.901,7.2,0.75,1,1.25,0.5,1,220669.459,195.6,0.231,9.434,0,28.302,0,18.868,0,0,0.708,2
18315,19,3,0.815,5,0.519,0.581,0,0.67,0.519,0,0.857,0.686,2,5,0.365,4.4,0.833,0,61.811,21.667,5,2,2,0,0,0,0,0,2,3,0,2,0,3,1,1,0,0,0,10,4,2.143,9.667,0,0,52.632,157.895,736.842,89.136,263.158,368.421,3,0,5,1.667,2.071,157.895,19,3.8,0,52.632,0,52.632,157.895,0,0,0,52.632,0.1,533.333,0.2,0,0,0,0,0,136676.214,20409.6,0.5,52.632,0,52.632,0,0,0,0,1,0
18316,10,1,0.8,4,0.533,0.501,0,0.686,0.533,0,1,0.465,2,2,0.17,6,1.147,0,5.865,0,4,0,0,0,0,0,0,1,1,3,0,2,0,1,1,0,0,0,0,0,4,1,11,0,0,0,100,600,49.18,400,300,1,100,2,2,2.833,200,10,5,0,0,0,0,100,0,0,0,100,0.5,309.524,0.5,0,0,0,0,0,280723,1658,3,0,0,0,0,0,0,0,1,0
18341,109,2,0.574,1,0.333,0.685,0,0.465,0.333,0,1.143,0.813,1,7,0.279,16.571,1.19,0,51.949,21.35,23,3,3,0,0,2,2,0,11,20,1,8,1,10,15,8,0,1,0,6.2,2.667,4.143,12.636,0,0,45.872,27.523,541.284,53.74,449.541,256.881,3,64.22,7,2.333,2.864,211.009,109,15.571,0,55.046,0,73.394,165.138,0,55.046,0,36.697,0.298,370.527,4.286,0.333,1,1.167,0.286,0.667,191144.475,3594.143,0.261,55.046,0,55.046,0,0,0,0,0.651,2
18582,63,0,0.653,1,0.427,0.802,0,0.813,0.427,0,3,0.75,1,3,0.542,21.667,0.95,0,49.586,16.786,13,0,0,0,0,1,1,1,11,14,0,8,0,4,3,3,1,2,0,5.5,2.333,3.938,6.462,0,0,95.238,47.619,603.175,55.634,396.825,253.968,1,47.619,3,3,2.632,206.349,63,21,0,47.619,0,47.619,111.111,0,47.619,0,47.619,0.587,296.418,1.333,0.5,2.5,3.5,1,3.333,245900.5,0,0.75,31.746,0,47.619,15.873,0,0,0,0.746,2
18583,21,0,0.833,2,0.458,0.513,0,0.75,0.458,0,1,0.659,0,1,0,22,1.02,0,37.162,1.2,6,0,0,0,0,1,1,0,3,5,0,2,0,1,2,0,0,0,0,0,0,4.4,7.6,0,0,0,0,476.19,50.263,523.81,238.095,1,190.476,1,1,2.8,238.095,21,21,0,0,0,95.238,142.857,0,95.238,0,47.619,0.3,476.19,0,0,0,0,0,0,128990.2,2881,0.25,0,0,0,0,0,0,0,0.905,2
18626,156,3,0.619,1,0.37,0.601,0,0.659,0.37,0,0.571,0.665,1,4,0.668,40.75,1.178,0,17.666,19.774,39,0,0,1,0,3,2,4,14,31,4,7,0,13,22,13,0,3,0,2.625,5.5,3.576,8.438,5.333,8,51.282,12.821,532.051,25.95,467.949,211.538,4,89.744,4,1,2.88,256.41,156,39,19.231,70.513,0,57.692,141.026,0,57.692,0,38.462,0.304,389.31,4.75,2.333,2,5.333,2,6.333,210410.904,40.25,0.75,38.462,0,57.692,0,19.231,32.051,0.109,0.705,2
18827,61,2,0.729,2,0.429,0.893,0,0.665,0.429,0,0.667,0.734,0,2,0.701,33,1.18,0,29.497,5.889,16,0,0,0,0,1,1,2,10,9,1,6,0,2,9,3,0,1,0,4.167,1,4,6.111,0,0,98.361,16.393,524.59,38.969,459.016,245.902,2,81.967,2,1,2.969,163.934,61,30.5,0,81.967,0,114.754,180.328,0,65.574,0,32.787,0.477,327.976,1,2,2,2,2,2,114469.031,67,0.375,49.18,0,49.18,0,0,0,0,0.77,2
18839,76,0,0.589,1,0.378,0.737,0,0.734,0.378,0,2,0.782,0,6,0.368,13.167,4.127,0,20.631,1.538,18,0,0,0,0,4,4,2,12,13,0,11,0,3,9,8,3,0,1,4.4,1,3.062,7.455,0,0,65.789,39.474,460.526,40.063,526.316,210.526,2,157.895,6,3,3.629,144.737,76,12.667,13.158,52.632,0,92.105,157.895,0,65.789,0,0,0.464,594.784,2.833,0.6,0.4,0.6,0.667,0.6,182796.114,6791.167,0.545,52.632,0,92.105,39.474,0,0,0,0.658,2
18840,133,4,0.626,3,0.436,0.563,0,0.782,0.436,0,0.867,0.92,0,11,0.493,12.909,1.411,0,23.914,6.056,47,5,5,1,0,0,0,2,10,18,2,9,0,5,17,4,1,3,2,1.85,1.125,4.317,6.533,0,0,150.376,60.15,654.135,26.503,338.346,308.271,7,67.669,8,1.143,3.011,135.338,133,16.625,0,22.556,0,30.075,52.632,0,30.075,0,7.519,0.271,403.735,2.25,0.571,1,1.286,0.5,1,319325.138,9522.625,0.706,7.519,0,15.038,7.519,0,0,0,0.729,2
18846,277,14,0.486,1,0.361,0.771,2,0.92,0.361,0,13,0.671,0,13,0.618,21.692,1.317,0,20.051,5.55,79,11,11,0,0,2,1,5,28,40,0,24,1,10,22,15,1,4,1,1.871,2,3.718,12.056,0.143,2.714,113.553,29.304,622.711,6.882,373.626,311.355,1,65.934,8,8,3.194,168.498,273,34.125,0,40.293,0,21.978,69.597,0,29.304,0,10.989,0.201,377.047,3.375,1.857,1.857,2.571,2.679,3.571,354636.135,11404.875,0.487,29.304,3.663,51.282,3.663,14.652,3.663,0.009,0.571,2
18862,32,1,0.744,5,0.41,0.715,0,0.671,0.41,0,0.667,0.728,2,1,0,36,0.843,0,56.314,32.143,5,0,0,0,0,2,2,0,3,7,0,4,1,2,3,4,0,1,0,10,0,1.286,11.714,0,0,31.25,0,468.75,60.374,531.25,218.75,1,125,1,1,2.6,218.75,32,32,0,62.5,0,31.25,156.25,0,31.25,0,62.5,0.444,281.25,5,0,0,0,0,0,293311.667,1296,0.714,62.5,0,62.5,0,0,0,0.111,0.781,2
18950,67,0,0.733,1,0.4,0.8,0,0.728,0.4,0,2,0.819,0,2,0.765,34,1.31,0,18.609,18,25,0,0,1,0,0,0,0,9,9,1,4,0,3,11,1,0,0,0,4.625,2.5,2.833,5.714,0,0,119.403,29.851,537.313,19.116,462.687,268.657,1,89.552,2,2,3.25,119.403,67,33.5,0,14.925,0,14.925,74.627,0,14.925,0,44.776,0.417,373.188,5,1,2,3,1,3,241047.361,3797.5,0.25,14.925,0,14.925,0,0,0,0,0.806,2
18993,56,0,0.633,1,0.333,0.659,0,0.819,0.333,0,1,0.84,0,1,0,58,1.187,0,16.233,13.143,14,0,0,0,0,2,2,0,9,7,0,5,0,5,7,3,1,0,1,7.167,1,3.062,8,0,0,107.143,17.857,535.714,15.241,446.429,285.714,1,35.714,1,1,2.833,125,56,56,0,17.857,0,71.429,142.857,0,35.714,0,53.571,0.5,321.429,3,0,0,0,0,0,255958.1,0,0.286,17.857,0,71.429,17.857,35.714,0,0,0.643,2
19138,112,2,0.617,1,0.414,0.797,0,0.84,0.414,0,0.857,0.87,3,5,0.483,23.4,1.295,0,21.893,14.059,38,0,0,1,0,0,0,2,17,17,1,9,0,3,14,5,0,2,0,2.417,1.5,2.394,5.615,0,0,107.143,17.857,553.571,24.419,446.429,294.643,3,71.429,5,1.667,3.371,133.929,112,22.4,0,26.786,0,26.786,62.5,0,8.929,0,8.929,0.419,485.507,3.4,1,1.25,1.5,0.6,1.5,156318.887,99.2,0.467,26.786,0,26.786,0,0,0,0,0.696,2
19307,52,0,0.767,1,0.55,0.705,0,0.87,0.55,0,3,0.68,0,3,0.642,18.667,1.183,0,31.404,17.9,17,1,1,0,0,1,1,2,6,10,0,7,0,4,6,0,0,1,0,4.714,0.5,2.833,6.4,0,0,134.615,38.462,615.385,19.08,365.385,230.769,1,57.692,2,2,3.062,211.538,52,26,0,38.462,0,96.154,173.077,0,57.692,0,76.923,0.365,420.54,2,1,2,3,1,3,117444.562,0,0.2,19.231,0,19.231,0,0,0,0,0.846,2
19309,9,0,0.818,3,0.545,0.546,0,0.68,0.545,0,1,0.534,0,1,0,10,1.029,0,50.685,0,2,0,0,0,0,0,0,0,0,2,0,1,0,3,2,0,0,3,0,0,6,0,15,0,0,111.111,333.333,888.889,70.5,111.111,333.333,1,0,1,1,2.125,111.111,9,9,0,0,0,111.111,333.333,0,0,0,222.222,0,111.111,5,0,0,0,0,0,277717.25,0,0,0,0,0,0,0,0,0,0.889,0
19493,29,0,0.765,3,0.412,0.572,0,0.534,0.412,0,2,0.669,0,2,0.661,15.5,1.349,0,40.565,13.25,9,0,0,0,0,1,1,0,5,4,0,4,0,3,2,1,0,1,0,0,1,5,8.25,0,0,34.483,103.448,551.724,47.414,413.793,275.862,1,137.931,2,2,3,137.931,29,14.5,0,0,0,68.966,68.966,0,68.966,0,0,0.432,497.222,6.5,1,2,2,1,2,156425,0,0.25,0,0,0,0,0,0,0,0.828,2
19507,33,4,0.842,2,0.526,0.632,2,0.669,0.526,0,1,0.627,0,4,0.457,8.75,1.224,1,47.681,6.75,10,2,2,0,0,1,1,0,2,8,2,3,0,2,4,1,0,0,0,3.5,5,1.875,7.778,0,0,60.606,30.303,606.061,40.27,363.636,242.424,2,181.818,3,1.5,2.95,272.727,33,11,0,0,0,60.606,60.606,0,60.606,0,0,0.148,365.079,1,0,0,0,0,0,46398.35,1278.333,0.667,0,0,0,0,0,30.303,0.111,0.909,1
19581,38,0,0.659,1,0.318,0.526,0,0.627,0.318,0,1,0.761,0,1,0,41,0.881,0,46.925,31,4,0,0,0,0,1,1,0,5,7,1,2,0,2,5,2,0,0,0,10,2,6.6,5.25,0,0,26.316,26.316,473.684,61.102,526.316,263.158,1,78.947,1,1,2.444,157.895,38,38,0,52.632,0,52.632,131.579,0,52.632,0,26.316,0.455,289.474,8,0,0,0,0,0,267028.611,0,0.5,52.632,0,52.632,0,0,0,0,0.737,2
19623,707,10,0.412,3,0.308,0.94,1,0.761,0.308,0,1.933,1,0,27,0.595,26.852,1.175,0,33.354,10.267,186,13,13,1,0,6,6,12,83,90,1,55,2,36,89,44,4,13,3,2.552,2.808,3.935,7.883,0,0,82.504,48.364,563.3,33.283,425.32,305.832,7,68.279,25,3.571,2.96,126.6,703,28.12,7.112,44.097,0,38.407,105.263,4.267,31.294,0,22.76,0.323,363.783,6.08,1.167,1.083,1.5,1.133,1.457,371402.775,2095.4,0.518,34.139,1.422,44.097,2.845,5.69,1.422,0.004,0.482,2
19624,707,10,0.414,1,0.306,0.828,2,1,0.306,0,2.231,0.959,0,28,0.556,25.929,1.174,0,33.813,10.267,185,15,15,1,0,6,6,13,83,90,1,55,2,36,88,43,4,15,3,2.552,3.042,3.935,7.883,0,0,82.504,46.942,561.878,34.019,426.743,305.832,7,72.546,26,3.714,2.965,126.6,703,27.038,7.112,42.674,0,38.407,103.841,4.267,31.294,0,22.76,0.31,358.766,5.962,1.12,1,1.4,1.083,1.338,293399.235,6190.385,0.518,34.139,1.422,44.097,2.845,5.69,1.422,0.004,0.485,2
