unique_id,cm.DESWC,ner.entity.cnt,cm.LDTTRa,message.depth,cm.LDTTRc,cm.LSAGN,liwc.Qmark,message.sim.prev,cm.LDVOCD,liwc.money,cm.DESPL,message.sim.next,message.reply.cnt,cm.DESSC,lsa.similarity,cm.DESSL,cm.DESWLsyd,liwc.i,cm.RDFKGL,cm.SMCAUSwn,Words >6 letters,Total pronouns,Personal pronouns,First-person plural,Second person,Third-person singular,Third-person plural,Indefinite pronouns,Articles,Common verbs,Past tense,Present tense,Future tense,Adverbs,Prepositions,Conjunctions,Negations,Quantifiers,Numbers,adjectives_ambiguity,adverbs_ambiguity,nouns_ambiguity,verbs_ambiguity,adjacent_refs,anaphoric_refs,adjectives,adverbs,content_words,flesch,function_words,nouns,paragraphs,pronouns,sentences,sentences_per_paragraph,syllables_per_content_word,verbs,words,words_per_sentence,add_neg_conn_incidence,add_pos_conn_incidence,cau_neg_conn_incidence,cau_pos_conn_incidence,conn_incidence,log_neg_conn_incidence,log_pos_conn_incidence,tmp_neg_conn_incidence,tmp_pos_conn_incidence,mod_per_np,np_incidence,words_before_main_verb,adj_arg_ovl,adj_cw_ovl,adj_stem_ovl,arg_ovl,stem_ovl,cw_freq,min_cw_freq,hypernyms_verbs,and_incidence,if_incidence,logic_operators,negation_incidence,or_incidence,personal_pronouns,pronouns_per_np,ttr,classe
2471,34,2,0.818,1,0.523,0.602,0,0.727,0.523,0,1,0.702,0,1,0,39,1.11,0,17.656,20.286,10,1,1,0,0,0,0,0,4,7,1,3,0,2,5,2,1,1,0,6.333,0.5,2.875,8.571,0,0,88.235,58.824,588.235,32.684,411.765,235.294,1,29.412,1,1,2.75,205.882,34,34,0,29.412,0,29.412,88.235,0,0,0,29.412,0.5,235.294,0,0,0,0,0,0,404320.6,0,1.167,29.412,0,58.824,29.412,0,0,0.125,0.941,2
2551,44,0,0.83,1,0.491,0.807,0,0.702,0.491,0,3,0.607,0,3,0.478,15.667,1.301,0,21.433,0.4,13,0,0,0,0,0,0,0,6,5,2,0,0,6,4,3,1,0,1,19,2.2,1.308,11.6,0,0,22.727,113.636,590.909,30.139,409.091,295.455,1,45.455,3,3,3.231,159.091,44,14.667,22.727,45.455,0,22.727,136.364,0,45.455,0,90.909,0.458,360.258,2.333,0,0,0.5,0,0.333,187906.654,740,0.429,45.455,0,68.182,22.727,0,0,0,0.932,2
2625,10,0,0.833,1,0.667,0.548,0,0.607,0.667,0,1,0.425,0,1,0,11,1.801,0,-24.59,0,5,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,2.75,4,0,0,100,0,600,-15.115,400,400,1,0,1,1,4.333,100,10,10,0,0,0,0,0,0,0,0,0,1,200,4,0,0,0,0,0,49194,375,1,0,0,0,0,0,0,0,0.9,2
2626,17,2,0.9,3,0.55,0.326,0,0.425,0.55,0,1,0.454,0,1,0,18,1.136,0,21.553,5.75,6,1,1,0,0,0,0,2,2,4,0,2,0,2,1,0,0,2,0,6,3.667,2.25,9,0,0,58.824,176.471,764.706,27.545,235.294,235.294,1,58.824,1,1,2.692,294.118,17,17,0,0,0,0,58.824,0,0,0,58.824,0.25,235.294,0,0,0,0,0,0,1405092.692,0,0.667,0,0,0,0,0,0,0,1,0
2640,140,2,0.615,1,0.417,0.773,0,0.454,0.417,0,3,0.818,0,3,0.784,48.333,1.326,0,5.801,4.526,49,3,3,1,0,2,2,1,16,19,6,6,0,5,22,11,0,2,4,4.625,3,1.81,7.067,0,0,114.286,21.429,564.286,4.471,392.857,300,1,50,3,3,3.228,128.571,140,46.667,0,50,0,28.571,92.857,0,35.714,7.143,21.429,0.395,338.025,7,2.5,5.5,8.5,2,7,123467.696,0,0.647,42.857,0,42.857,0,0,0,0,0.679,2
2719,124,3,0.622,2,0.364,0.844,0,0.818,0.364,0,2.333,0.822,0,7,0.407,18,1.07,0,44.309,33.294,37,1,1,0,0,4,5,6,7,17,0,10,0,12,16,9,2,6,0,5.833,2,1.75,11.353,0.2,0.2,48.387,56.452,548.387,49.107,451.613,290.323,2,153.226,6,3,2.676,153.226,124,20.667,8.065,56.452,0,72.581,177.419,16.129,64.516,0,32.258,0.15,313.244,3.667,1.4,0.8,0.8,1.4,1.2,140215.235,1124.5,0.421,48.387,0,56.452,0,8.065,16.129,0.041,0.702,3
2732,48,3,0.692,2,0.492,0.759,0,0.822,0.492,0,0.571,0.53,0,5,0.322,10.6,1.289,0,8.951,11.286,16,3,3,0,0,1,0,1,5,7,1,2,0,4,2,2,2,0,0,2,1,1.312,9.25,0,0,125,41.667,666.667,25.155,312.5,333.333,4,83.333,4,1,3.062,166.667,48,12,0,41.667,0,62.5,83.333,0,20.833,0,0,0.327,412.602,0,0,0,0,0,0,334031.75,925.75,0.714,20.833,0,62.5,41.667,0,20.833,0.019,0.875,2
2783,43,2,0.78,4,0.46,0.196,0,0.53,0.46,0,1,0.634,0,1,0,48,1.398,0,-4.499,17.25,16,0,0,0,0,1,1,1,3,4,1,1,1,2,9,4,0,1,0,10,5,4,3.25,0,0,46.512,69.767,488.372,4.511,488.372,255.814,1,162.791,1,1,3.524,116.279,43,43,23.256,69.767,0,69.767,162.791,23.256,46.512,0,0,0.125,372.093,14,0,0,0,0,0,171648.762,103,0.8,69.767,0,69.767,0,0,0,0,0.837,2
2805,32,0,0.771,3,0.514,0.49,0,0.634,0.514,0,1,0.047,0,1,0,33,1.372,0,24.99,40,10,0,0,0,0,0,0,1,5,3,1,1,1,0,3,3,0,1,0,5,0,2.8,10,0,0,156.25,0,562.5,23.361,437.5,312.5,1,93.75,1,1,3.222,93.75,32,32,0,31.25,0,0,31.25,0,0,0,0,0.333,468.75,2,0,0,0,0,0,110427,0,0,31.25,0,62.5,0,31.25,0,0,0.812,2
2839,4,2,1,1,0.8,0.389,0,0.047,0.8,0,1,0.258,0,1,0,5,1.356,0,-31.19,0,3,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,750,-30.175,250,500,1,0,1,1,4,250,4,4,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,70497.333,14122,2,0,0,0,0,0,0,0,1,0
2855,46,1,0.696,1,0.429,0.683,0,0.258,0.429,1,1,0.809,0,1,0,48,1.09,0,3.328,2.375,16,0,0,0,0,0,0,2,4,8,2,3,0,1,11,3,0,1,0,4.5,2,3.077,7,0,0,43.478,65.217,521.739,10.875,478.261,282.609,1,108.696,1,1,3,130.435,46,46,0,21.739,0,108.696,130.435,0,65.217,0,0,0.333,326.087,0,0,0,0,0,0,281766.333,470,1,21.739,0,21.739,0,0,0,0,0.804,2
2868,72,3,0.63,1,0.402,0.779,0,0.809,0.402,0,0.8,0.909,0,4,0.495,19.25,1.2,0,21.321,36.545,28,2,2,0,0,1,1,0,10,11,0,3,0,4,12,3,0,1,0,1.833,3.5,2.25,8.273,0,0,83.333,69.444,583.333,22.59,416.667,277.778,3,13.889,4,1.333,3.238,152.778,72,18,0,55.556,0,69.444,111.111,0,69.444,0,0,0.189,525.824,1.75,0.667,1,0.667,0.333,0.333,158522.405,2739,0.333,27.778,0,27.778,0,0,0,0,0.778,2
2872,59,1,0.667,1,0.42,0.797,0,0.909,0.42,0,0.6,0.838,0,3,0.64,20.667,1.192,0,29.98,19.667,24,1,1,0,0,0,0,1,5,9,1,4,0,3,10,3,0,2,0,2.5,1,2.4,8.375,0,0,33.898,33.898,559.322,30.995,440.678,338.983,3,50.847,3,1,3.212,152.542,59,19.667,0,33.898,0,67.797,118.644,0,33.898,0,16.949,0.256,335.632,2.333,1.5,2,3,1,2,126443.576,659.333,0.667,33.898,0,33.898,0,0,0,0,0.746,2
2892,181,5,0.59,1,0.357,0.807,0,0.838,0.357,0,2.6,0.871,0,13,0.371,14.769,1.098,0,52.492,15.219,59,10,10,0,0,2,1,4,18,32,9,6,2,12,26,9,1,4,3,7.1,4.75,1.828,8.6,2.5,2.5,55.249,49.724,607.735,-2.636,386.74,320.442,3,71.823,3,1,2.836,182.32,181,60.333,5.525,55.249,0,38.674,88.398,5.525,27.624,0,11.05,0.36,334.773,3.667,2.5,1.5,3.5,3,6.667,309110.936,0,0.4,33.149,0,38.674,5.525,0,5.525,0.034,0.685,2
2900,56,0,0.73,1,0.429,0.692,0,0.871,0.429,0,0.667,0.79,0,2,0.629,28.5,1.241,0,41.643,24.125,17,0,0,0,0,1,0,0,5,8,4,1,0,3,7,3,0,2,0,2,4.5,2.333,10.25,0,0,107.143,35.714,571.429,40.64,428.571,267.857,2,89.286,2,1,2.844,160.714,56,28,0,53.571,0,71.429,125,0,17.857,0,17.857,0.31,295.238,10,2,1,1,2,1,299206.562,607.5,0.5,35.714,0,53.571,0,17.857,17.857,0.056,0.804,2
2921,73,7,0.652,1,0.427,0.732,0,0.79,0.427,0,1,0.616,0,3,0.298,27,1.229,0,29.052,20.909,25,4,4,0,0,0,0,1,13,11,0,5,0,2,10,4,0,1,0,7.833,2.333,3.3,8.8,0,0,82.192,41.096,561.644,35.235,424.658,273.973,2,95.89,3,1.5,2.951,164.384,73,24.333,0,27.397,0,27.397,68.493,0,13.699,0,13.699,0.379,379.71,0,0.5,1.5,0.5,0.333,0.333,417859.732,183.333,0.444,27.397,0,27.397,0,0,0,0,0.767,2
2925,48,1,0.811,3,0.585,0.847,0,0.616,0.585,0,1.333,0.768,0,3,0.293,16.667,1.398,0,15.131,17.667,22,2,2,0,0,0,1,0,2,9,0,3,0,2,6,3,1,1,0,1,1,2.176,6.143,0,0,104.167,41.667,666.667,4.163,333.333,354.167,2,83.333,2,1,3.281,166.667,48,24,0,62.5,0,0,62.5,0,0,0,0,0.143,402.174,1.5,0,0,0,0,0,243703.438,0,1,41.667,0,83.333,20.833,20.833,20.833,0.036,0.854,2
2940,90,6,0.649,1,0.477,0.853,0,0.768,0.477,0,1.2,0.276,0,5,0.39,19.2,1.254,0,27.247,14.8,32,7,7,0,0,1,1,4,11,10,4,0,1,4,14,5,1,4,1,4.111,3,2,5.5,0.25,0.25,100,22.222,566.667,33.165,433.333,311.111,2,66.667,5,2.5,3.196,133.333,90,18,11.111,33.333,0,55.556,100,0,22.222,0,0,0.292,327.184,1.4,0.25,0,0.75,0.1,0.3,178300.078,33132.2,0.364,33.333,0,44.444,11.111,0,0,0,0.744,2
2972,3,2,1,1,0.8,0.474,0,0.276,0.8,0,2,0.394,0,2,0.574,2.5,1.744,0,-92.102,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,666.667,-64.41,333.333,666.667,1,0,1,1,5,0,3,3,0,0,0,0,0,0,0,0,0,0,333.333,1,0,0,0,0,0,141032.5,5512,0,0,0,0,0,0,0,0,1,0
2982,11,0,0.933,8,0.6,0.472,0,0.394,0.6,0,1,0.454,0,1,0,14,0.879,0,50.043,0,5,1,1,0,0,0,0,0,1,1,0,0,0,1,2,1,0,0,0,0,0,3,0,0,0,0,0,454.545,76.161,545.455,454.545,1,0,1,1,2.6,0,11,11,0,90.909,0,90.909,181.818,0,0,0,0,0.143,636.364,0,0,0,0,0,0,50602.8,7484,0,90.909,0,90.909,0,0,0,0,1,4
2998,137,23,0.556,1,0.36,0.582,0,0.454,0.36,1,1,0.617,0,5,0.449,35.8,1.252,0,-4.868,13.643,50,0,0,0,0,3,2,3,14,14,2,5,0,11,20,7,1,3,0,5.938,1,3.714,8.25,1,2.333,116.788,94.891,605.839,15.848,394.161,255.474,3,72.993,4,1.333,3.108,138.686,137,34.25,7.299,29.197,0,58.394,102.19,0,14.599,0,7.299,0.299,353.519,2.25,0.667,0.333,0.667,1.333,2.333,589084.133,408,0.722,21.898,0,29.197,7.299,0,7.299,0.05,0.73,2
3036,109,6,0.672,1,0.474,0.896,0,0.617,0.474,0,1.364,0.678,0,11,0.325,10.818,1.313,0,16.653,15.812,46,13,13,0,0,2,2,3,8,16,3,5,0,3,13,8,0,2,2,2.538,3.5,2,5.867,0,0,119.266,36.697,688.073,26.66,302.752,394.495,6,36.697,10,1.667,3.08,137.615,109,10.9,0,45.872,0,36.697,82.569,0,27.523,0,0,0.189,572.418,4,0.222,0.222,0.444,0.156,0.311,157184.373,8172.2,0.929,36.697,18.349,64.22,0,9.174,0,0,0.826,2
3043,13,1,0.882,2,0.706,0.665,0,0.678,0.706,1,1,0.642,0,1,0,15,1.042,0,-7.175,21.5,8,2,2,0,0,0,0,0,0,2,0,0,0,1,2,1,0,0,0,19,0,4,3.667,0,0,76.923,0,692.308,14.378,230.769,384.615,1,0,1,1,3,230.769,13,13,0,76.923,0,76.923,153.846,0,0,0,0,0,307.692,10,0,0,0,0,0,102705.333,6482,1.667,76.923,0,76.923,0,0,0,0,1,3
3071,77,3,0.667,1,0.414,0.742,0,0.642,0.414,0,4,0.897,0,4,0.483,19.5,1.198,0,48.855,3.636,22,1,1,0,0,0,0,4,12,11,3,4,0,3,12,3,0,5,2,1.5,4,3.2,7.778,0,0,25.974,38.961,519.481,45.813,480.519,324.675,1,90.909,4,4,3.05,129.87,77,19.25,0,51.948,0,25.974,64.935,0,12.987,0,0,0.447,397.045,8.25,1,1,1,1.167,1.333,212908.225,3123.75,0.222,38.961,0,38.961,0,0,0,0,0.74,2
3079,147,4,0.713,1,0.419,0.822,0,0.897,0.419,0,0.778,0.76,0,5,0.516,31.2,1.278,0,23.22,12.588,45,4,4,1,0,2,0,6,12,17,2,7,0,13,19,8,0,6,1,5.312,2.778,2.659,10.625,0.5,2.25,108.844,81.633,605.442,21.594,380.952,278.912,3,68.027,5,1.667,3,136.054,147,29.4,0,54.422,0,40.816,115.646,0,34.014,0,20.408,0.388,342.455,3.6,0.5,0.75,1.5,0.3,1.3,313811.899,453.4,0.5,47.619,0,47.619,0,0,13.605,0.029,0.762,2
3131,15,1,0.81,2,0.571,0.633,0,0.76,0.571,0,0.667,0.668,0,1,0,17,1.052,0,17.26,7,6,0,0,0,0,0,0,1,0,2,1,0,0,1,3,1,0,0,0,2,0,2.833,10,0,0,66.667,0,600,47.49,400,400,1,66.667,1,1,2.778,133.333,15,15,0,133.333,0,66.667,200,0,66.667,0,66.667,0.1,666.667,5,0,0,0,0,0,292610.889,5512,0.5,66.667,0,66.667,0,0,0,0,1,2
3134,55,1,0.742,4,0.419,0.562,0,0.668,0.419,0,0.667,0.878,0,2,0.293,28.5,1.193,0,39.94,7.111,16,0,0,1,0,0,0,1,5,9,2,5,0,3,9,2,1,2,0,5.5,0.6,2.214,13,0,0,72.727,145.455,636.364,39.417,363.636,254.545,2,72.727,2,1,2.714,163.636,55,27.5,0,36.364,0,54.545,90.909,0,18.182,0,0,0.188,400.943,3,0,0,0,0,0,406178,47758,0.222,18.182,0,36.364,18.182,0,0,0,0.8,4
3140,105,1,0.669,1,0.475,0.783,0,0.878,0.475,2,0.6,0.845,0,3,0.728,36,1.376,0,-3.636,6.947,45,1,1,1,0,1,1,4,15,19,1,7,0,6,12,7,0,6,0,3.917,1.9,4.222,9.583,0,0,114.286,95.238,619.048,-8.261,380.952,257.143,2,66.667,3,1.5,3.431,152.381,105,35,0,57.143,0,28.571,85.714,0,38.095,0,0,0.412,367.336,3,1.5,2,2,1.333,1.667,779051.138,2447,0.5,38.095,0,38.095,0,0,0,0,0.733,2
3160,128,0,0.63,1,0.39,0.786,0,0.845,0.39,0,1.667,0.904,0,5,0.468,26.2,1.362,0,27.265,7.545,40,1,1,0,0,2,1,2,15,22,1,11,0,4,22,9,2,2,2,12.667,1.5,3.289,8,1,2.5,23.438,46.875,546.875,26.553,437.5,296.875,2,54.688,5,2.5,3.229,179.688,128,25.6,7.812,70.312,0,62.5,140.625,7.812,39.062,0,7.812,0.249,360.371,2.6,1,0.75,1.25,0.6,1.2,207073.957,1252.4,0.364,54.688,0,62.5,7.812,0,7.812,0.022,0.703,2
3227,110,3,0.659,1,0.444,0.798,0,0.904,0.444,0,4,0.86,0,4,0.569,28.75,1.237,0,21.997,34.733,38,4,4,0,0,0,0,4,11,15,5,1,0,8,19,4,0,7,0,3.875,2,4.094,11.688,0,0.667,72.727,63.636,590.909,27.881,400,290.909,1,54.545,4,4,2.923,163.636,110,27.5,0,18.182,0,81.818,118.182,0,45.455,0,9.091,0.478,229.15,3,1,1.667,1.667,1,1.667,238081.231,4584.75,0.278,18.182,0,18.182,0,0,0,0,0.718,2
3260,89,3,0.616,1,0.354,0.707,0,0.86,0.354,0,1.333,0.757,0,4,0.646,23,1.102,0,45.834,15.4,26,1,1,0,0,1,1,2,10,15,1,6,0,8,10,6,1,3,0,2.167,3,2.381,10.286,0,0,67.416,78.652,617.978,44.694,382.022,235.955,2,67.416,4,2,2.727,235.955,89,22.25,0,33.708,0,78.652,112.36,0,44.944,0,0,0.245,436.742,6.75,1.667,2.667,4.667,2.167,4.333,330915.727,1715,0.857,33.708,0,44.944,11.236,0,0,0,0.663,2
3263,31,1,0.811,2,0.432,0.661,1,0.757,0.432,0,5,0.679,0,5,0.234,6.2,1.227,0,59.697,31.25,8,1,1,0,1,0,0,1,2,4,2,0,0,1,4,3,0,1,0,0,5,2.25,14.6,0,0,0,96.774,548.387,60.96,451.613,258.065,1,161.29,3,3,2.824,193.548,31,10.333,32.258,96.774,0,32.258,161.29,0,0,0,0,0.417,202.02,1.667,0,0,0,0,0,296348,239401.333,0.333,64.516,0,64.516,0,0,0,0,0.968,1
3292,163,8,0.624,1,0.464,0.808,0,0.679,0.464,0,0.8,0.87,0,10,0.332,17.1,1.588,0,18.681,7.323,63,10,10,0,0,3,1,2,15,31,9,2,0,7,18,9,2,5,1,3.214,3.9,2.14,10.13,0.571,0.571,86.42,61.728,635.802,12.081,345.679,308.642,7,74.074,8,1.143,3.301,179.012,162,20.25,12.346,24.691,0,18.519,49.383,12.346,18.519,0,0,0.217,694.343,2.5,1,1.429,1.571,0.393,0.571,499404.951,202,0.348,18.519,0,30.864,12.346,0,12.346,0.022,0.704,2
3317,263,6,0.542,1,0.395,0.853,0,0.87,0.395,1,1.667,0.754,0,14,0.47,19.357,1.382,0,26.212,13.03,84,6,6,1,0,2,2,4,26,33,5,13,0,15,46,14,0,8,2,3.583,2.583,2.728,9.267,0.154,0.231,45.627,53.232,574.144,29.365,425.856,349.81,4,98.859,14,3.5,3.212,125.475,263,18.786,3.802,57.034,0,45.627,102.662,0,38.023,0,11.407,0.274,459.839,7,0.846,0.615,0.769,0.385,0.429,375349.252,384.643,0.481,30.418,0,34.221,0,3.802,0,0,0.646,2
3323,27,2,0.8,2,0.571,0.727,0,0.754,0.571,0,2,0.712,0,2,0.291,16,1.351,0,19.528,18.6,11,1,1,1,1,1,1,1,3,5,0,2,0,0,5,1,0,1,0,5,0,3.125,13.4,0,0,111.111,0,592.593,34.599,407.407,296.296,1,148.148,2,2,3.25,185.185,27,13.5,0,37.037,0,37.037,74.074,0,37.037,0,0,0.167,236.364,8.5,0,0,0,0,0,54385.5,359.5,0.4,37.037,0,37.037,0,0,0,0,0.926,3
3403,809,26,0.414,2,0.333,0.958,0,0.712,0.333,0,3.714,0.732,0,25,0.638,33.16,1.319,0,14.292,8.952,299,50,50,1,0,3,2,8,77,84,10,20,0,35,155,32,2,11,17,3.149,3.812,2.371,9.7,0.143,0.286,107.54,33.375,595.797,9.475,396.786,353.523,3,40.791,22,7.333,3.214,101.36,809,36.773,4.944,40.791,1.236,33.375,85.29,3.708,21.014,0,11.125,0.328,349.876,8.773,1.667,1.905,2.667,1.091,2.229,294021.525,234.409,0.584,27.194,0,32.138,2.472,2.472,1.236,0.006,0.473,2
3419,120,4,0.644,1,0.37,0.81,0,0.732,0.37,0,4,0.698,0,4,0.648,30.5,1.083,0,45.153,3.778,28,5,5,0,0,5,2,5,13,18,3,8,0,14,13,8,3,4,1,3.25,2,1.769,8.562,1,1,66.667,91.667,533.333,47.07,466.667,216.667,1,141.667,4,4,2.656,158.333,120,30,8.333,58.333,0,58.333,116.667,0,41.667,0,8.333,0.299,409.699,4.25,1,1.333,2.667,1,2.167,467626.281,102.25,0.421,41.667,8.333,75,25,0,25,0.071,0.708,2
3470,49,9,0.765,5,0.603,0.612,0,0.698,0.603,0,0.857,0.748,0,5,0.353,11,2.196,0,-40.301,1,23,11,11,0,0,0,0,2,4,3,0,0,0,3,8,1,0,4,0,4.2,5,1.8,26,0,0,102.041,20.408,632.653,-37.357,346.939,408.163,3,81.633,5,1.667,4.226,102.041,49,9.8,0,40.816,0,81.633,122.449,0,61.224,0,0,0.084,896.667,2,0,0.25,0.25,0,0.1,194250.355,25063.8,0.8,20.408,0,20.408,0,0,0,0,0.939,4
3480,171,6,0.66,2,0.485,0.829,0,0.748,0.485,0,0.8,0.73,0,10,0.352,18.2,1.406,0,16.141,14.667,64,18,18,2,0,0,0,2,19,27,5,3,0,5,19,8,0,4,0,3.733,1.6,2.231,6.2,0.111,0.889,87.719,29.24,619.883,18.742,374.269,380.117,6,58.48,10,1.667,3.264,122.807,171,17.1,0,40.936,0,11.696,52.632,0,5.848,0,0,0.24,487.126,3.9,0.222,0.222,1.333,0.111,0.622,1078295.623,7819.5,0.737,35.088,0,35.088,0,0,0,0,0.749,2
3512,72,0,0.654,1,0.37,0.657,0,0.73,0.37,1,1,0.779,0,1,0,75,1.364,0,-29.39,9.154,25,0,0,0,0,1,2,0,7,13,3,4,0,6,14,5,0,1,0,7.667,1.2,4.278,9.1,0,0,41.667,83.333,555.556,-31.045,444.444,250,1,83.333,1,1,3.3,180.556,72,72,0,55.556,0,111.111,152.778,0,69.444,0,13.889,0.25,277.778,4,0,0,0,0,0,416825.975,0,0.462,41.667,0,41.667,0,0,13.889,0.05,0.736,2
3556,83,0,0.629,1,0.443,0.744,0,0.779,0.443,0,1,0.919,0,3,0.788,28.333,1.308,0,22.337,9.143,28,0,0,0,0,0,0,0,9,14,2,4,0,6,9,4,1,0,2,2.556,1,1.739,7.333,0,0,109.756,109.756,634.146,27.131,353.659,280.488,2,36.585,3,1.5,2.981,134.146,82,27.333,0,85.366,0,24.39,97.561,0,12.195,0,0,0.308,429.182,9.667,2.5,2.5,2.5,2,2,295208.096,0,0.273,48.78,0,60.976,12.195,0,0,0.024,0.707,2
3599,68,4,0.732,1,0.5,0.816,0,0.919,0.5,1,4,0.934,0,4,0.403,18,1.393,0,1.647,7.385,32,4,4,0,0,0,0,1,6,13,3,3,0,4,7,2,0,2,1,4.25,2.5,2.81,7.667,0.333,0.667,117.647,29.412,602.941,7.639,382.353,308.824,1,102.941,4,4,3.561,147.059,68,17,0,58.824,0,73.529,102.941,0,44.118,0,0,0.419,419.924,3.75,0.333,0.333,0.667,0.5,0.833,242074.244,927.25,0.667,29.412,0,29.412,0,0,0,0.036,0.824,2
3607,336,21,0.539,1,0.404,0.845,0,0.934,0.404,0,3.6,0.658,0,17,0.536,20.529,1.277,0,19.771,10.224,132,32,32,0,0,1,2,4,35,49,16,9,0,15,44,15,1,4,10,3,1.111,1.661,8.9,0.2,0.2,62.5,44.643,630.952,24.329,354.167,369.048,2,56.548,16,8,3.075,154.762,336,21,2.976,47.619,0,32.738,80.357,2.976,29.762,0,14.881,0.374,340.552,5.812,0.8,1.067,1.333,0.408,0.725,152400.071,639.375,0.792,23.81,0,26.786,2.976,0,2.976,0.005,0.643,2
3609,14,1,0.824,2,0.471,0.663,0,0.658,0.471,1,2,0.71,0,2,0.198,7.5,1.162,0,41.808,10,5,2,2,0,0,0,0,0,1,1,0,1,0,0,3,0,0,0,0,19,0,3.143,12,0,0,71.429,0,642.857,24.187,357.143,500,1,0,2,2,3.333,71.429,14,7,0,0,0,71.429,71.429,0,71.429,0,0,0.125,416.667,1,0,0,0,0,0,141417.778,21,0,0,0,0,0,0,0,0,0.929,3
3753,104,1,0.664,1,0.443,0.806,0,0.71,0.443,0,4,0.849,0,4,0.619,28,1.154,0,27.625,12.917,37,0,0,0,0,2,1,3,13,12,2,6,0,6,17,8,0,3,0,3.444,2,2.677,8.583,1,3,86.538,48.077,557.692,29.655,442.308,298.077,1,67.308,4,4,3.103,125,104,26,0,57.692,0,28.846,86.538,0,9.615,0,0,0.328,330.729,2.25,0.333,0.667,1.333,0.833,2.167,200586.741,1133.25,0.364,48.077,0,48.077,0,0,9.615,0.028,0.731,4
3754,80,1,0.733,1,0.444,0.597,0,0.849,0.444,0,1,0.863,0,1,0,86,1.195,0,-36.207,15.818,25,2,2,0,0,1,0,4,7,11,3,0,0,2,15,4,0,4,0,5.5,5,2.481,11.222,0,0,50,12.5,537.5,-29.06,450,337.5,1,125,1,1,3.116,137.5,80,80,0,37.5,0,50,100,0,50,0,12.5,0.292,300,2,0,0,0,0,0,235311.977,0,0.545,37.5,0,37.5,0,0,12.5,0.042,0.787,2
3820,105,1,0.656,1,0.375,0.76,0,0.863,0.375,0,5,0.443,0,5,0.58,22.8,1.187,0,26.682,18.444,35,1,1,0,0,3,0,5,14,18,4,5,1,8,16,6,0,7,0,6,3.25,2,10.625,0,0,28.571,38.095,542.857,-49.5,457.143,295.238,1,114.286,1,1,3.053,180.952,105,105,0,38.095,0,114.286,142.857,0,47.619,0,0,0.333,400,2,0,0,0,0,0,220027.947,0,0.368,28.571,0,28.571,0,0,19.048,0.071,0.762,2
3949,4,1,0.714,1,0.714,0.534,0,0.443,0.714,0,1,0.543,0,1,0,5,1.125,0,-31.19,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,500,33.275,500,250,1,250,1,1,3.5,250,4,4,0,0,0,250,250,0,0,0,0,0,500,0,0,0,0,0,0,3241,0,0,0,0,0,0,0,250,0.5,1,0
3967,13,1,0.778,2,0.611,0.629,0,0.543,0.611,0,2,0.774,0,2,0.533,7.5,1.048,0,19.961,0,5,1,1,0,0,0,0,0,2,2,0,2,0,1,1,0,0,0,0,7,0,1,13,0,0,76.923,153.846,769.231,47.007,230.769,384.615,1,0,2,2,2.7,153.846,13,6.5,0,76.923,0,0,76.923,0,0,0,0,0.5,452.381,1.5,0,0,0,0,0,294292.1,9199.5,0,0,0,0,0,0,0,0,0.923,0
4004,155,9,0.612,1,0.454,0.887,0,0.774,0.454,0,1.273,0.806,0,12,0.347,13.417,1.18,0,44.185,22.625,53,12,12,0,0,3,4,3,13,24,1,10,1,9,15,6,0,6,5,4.6,3.6,2.528,10.55,0.091,0.182,96.774,38.71,625.806,51.242,348.387,341.935,5,103.226,12,2.4,2.773,148.387,155,12.917,0,19.355,0,58.065,83.871,0,32.258,0,6.452,0.205,460.557,2.167,0.636,0.455,0.545,0.333,0.364,521283.835,7270.833,0.522,19.355,0,25.806,0,6.452,6.452,0.01,0.697,2
4054,87,5,0.694,3,0.418,0.676,0,0.806,0.418,1,1.2,0.835,0,6,0.236,15.333,1.244,1,36.844,13.643,27,4,4,0,0,3,0,2,7,14,1,5,0,9,15,3,1,2,0,4,2.125,3.522,9.538,0.75,0.75,45.977,91.954,586.207,34.746,390.805,264.368,3,91.954,5,1.667,2.922,183.908,87,17.4,22.989,34.483,0,103.448,172.414,0,91.954,0,22.989,0.124,0,1.8,0.75,0.75,1.5,0.3,0.8,956851.314,15104,0.667,11.494,0,22.989,11.494,0,45.977,0.084,0.759,3
4108,51,1,0.783,2,0.483,0.738,0,0.835,0.483,0,1,0.727,0,1,0,55,0.997,0,13.857,0,12,0,0,0,0,0,0,3,9,8,3,2,1,4,7,2,0,3,0,2.5,5,3.929,14.75,0,0,39.216,58.824,529.412,21.235,450.98,274.51,1,78.431,1,1,2.667,156.863,51,51,19.608,58.824,19.608,58.824,117.647,19.608,39.216,0,0,0.562,313.725,21,0,0,0,0,0,191516.519,12,0.143,39.216,0,39.216,0,0,0,0,0.843,2
